item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts,risk_score,risk_tag,forecasted_waste_units,forecasted_waste_value,recommended_action,co2_saved_kg,meals_saved,water_saved_liters,energy_saved_kwh,sustainability_score,efficiency_ratio,tactical_note,confidence,overstock_score
WM9C0DDE,Great Value Sauce,Non-Perishable,Grocery,461,336,123,0,3.75,3.75,72,0.52,10,2025-06-29,2025-07-09,4.09,2156.19,71.87,1,0.5009043915990677,32.01,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM9CC97A,Tyson Sauce,Non-Perishable,Grocery,575,268,494,0,9.35,9.35,44,1.43,10,2025-06-18,2025-06-28,4.18,1359.33,45.31,5,4.855440152992003,38.08,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM45971B,Avocados,Perishable,Produce,13,0,202,0,2.18,2.18,11,0.33,2,2025-06-19,2025-06-21,5.59,329.9,11.0,1,14.545454545454543,69.06,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.18 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM4193A3,Sara Lee Cereal,Perishable,Grocery,446,48,159,0,8.26,8.26,66,0.85,11,2025-06-20,2025-07-01,4.84,1986.31,66.21,11,2.2051049995292846,56.56,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMF2CA72,Great Value Pasta Organic,Perishable,Grocery,605,479,335,0,4.99,4.99,32,0.97,13,2025-06-24,2025-07-07,3.47,985.96,32.87,0,4.837237759863929,22.51,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMDAED7C,Great Value Rolls,Perishable,Bakery,13,0,255,0,2.78,2.78,70,0.37,1,2025-06-27,2025-06-28,4.44,2085.32,69.51,0,1.841461603599678,64.06,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.78 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM2059D2,Campbell's Rolls,Perishable,Bakery,32,0,446,0,8.33,8.33,29,0.88,2,2025-06-28,2025-06-30,3.75,881.35,29.38,0,3.9823009987093263,56.2,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM74A517,Tyson Bagels,Perishable,Bakery,37,0,454,0,4.03,4.03,65,0.78,1,2025-06-23,2025-06-24,4.92,1946.58,64.89,0,5.917706944242282,61.88,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.03 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMF9C3B4,Tyson Rolls,Perishable,Bakery,46,0,154,0,5.92,5.92,19,0.82,2,2025-06-17,2025-06-19,6.75,567.9,18.93,1,1.7960908321118108,68.8,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.92 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMFE1875,Campbell's Rice 12oz,Perishable,Grocery,434,32,410,237,2.67,2.67,56,0.0,12,2025-06-26,2025-07-08,3.4,1098.57,36.62,10,10.37684355771886,86.04,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $2.67 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,4.23
WMD0CC23,Tyson Bagels,Perishable,Bakery,25,0,107,0,7.6,7.6,50,1.46,1,2025-06-30,2025-07-01,6.53,1492.31,49.74,0,1.588258892926421,66.12,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $7.60 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM63EB50,Uncle Ben's Muffins 12oz,Perishable,Bakery,7,0,324,0,8.12,8.12,24,1.32,2,2025-06-28,2025-06-30,6.1,700.35,23.34,3,2.742073675303889,64.4,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.12 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM4DDDAF,Barilla Pasta,Non-Perishable,Grocery,638,0,317,0,4.4,4.4,9,0.55,10,2025-06-21,2025-07-01,4.86,290.23,9.67,6,9.824198474712835,63.94,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.40 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMC0CDD9,Organic Cream,Perishable,Dairy,6,0,85,0,2.96,2.96,23,0.19,1,2025-06-28,2025-06-29,4.48,700.27,23.34,0,3.127677785893498,66.02,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.96 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WME82AAD,Great Value Batteries,Perishable,Electronics,480,96,50,0,79.99,79.99,24,26.01,13,2025-06-27,2025-07-10,3.11,758.24,25.27,3,0.5540166104626562,44.44,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM256F4A,Del Monte Cleaner,Perishable,Household,555,143,386,1289,11.94,9.68,7,2.82,10,2025-06-28,2025-07-08,6.66,230.27,7.68,0,17.708333729145437,86.33,🔴 HIGH RISK – Act Now,288,3438.72,Strategic Discount - Tier 1,1918.08,960.0,14400,72.0,100.0,0.558,Action: Apply Tier 1 Strategic Discount. New price: $9.68 (18.9% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,184.14
WMABADD1,Heinz Rice Organic,Perishable,Grocery,698,360,186,0,6.44,6.44,64,0.0,10,2025-06-19,2025-06-29,2.92,1950.75,65.02,5,1.384189551624614,41.05,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM1DAC31,Organic Batteries,Perishable,Electronics,478,0,71,0,75.71,75.71,57,15.69,7,2025-06-21,2025-06-28,4.8,1652.54,55.08,2,0.2904865553395648,59.2,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM4A589D,Tyson Rolls 16oz,Perishable,Bakery,9,0,159,0,6.13,6.13,76,0.91,1,2025-06-28,2025-06-29,1.39,2320.97,77.37,0,1.770712099477756,46.46,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMB1B17F,Tyson Croissants,Perishable,Bakery,57,0,76,0,7.88,7.88,68,1.5,2,2025-06-18,2025-06-20,4.57,2036.15,67.87,3,1.03138348559335,58.28,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMA74CD5,Apples,Perishable,Produce,10,0,86,0,9.94,9.94,68,1.92,2,2025-06-23,2025-06-25,6.99,2049.14,68.3,0,0.8784772667511002,67.96,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.94 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMC4631A,Kellogg's Pasta,Non-Perishable,Grocery,579,243,74,19,8.03,8.03,8,1.16,11,2025-06-20,2025-07-01,8.42,240.6,8.02,11,2.1197006271419023,71.14,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.03 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,2.38
WM9819BB,Sara Lee Shampoo 12oz,Non-Perishable,Personal Care,308,44,95,0,3.23,3.23,66,0.94,11,2025-06-19,2025-06-30,4.58,2049.8,68.33,11,1.0537099088335948,53.21,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMB9F7DB,Del Monte Chicken,Perishable,Meat,11,0,62,0,4.3,4.3,21,0.32,2,2025-06-26,2025-06-28,4.79,634.62,21.15,0,2.4586288859523635,65.96,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.30 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM9B2F97,Tyson Trash Bags,Perishable,Household,409,318,234,966,8.06,8.06,10,1.75,8,2025-06-22,2025-06-30,3.73,323.05,10.77,1,16.71309121163918,53.82,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,96.6
WMBCF2CD,Bananas 12oz,Perishable,Produce,13,0,63,0,8.02,8.02,30,1.08,1,2025-06-28,2025-06-29,4.4,907.46,30.25,2,0.859504132231405,57.6,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM08E38B,Uncle Ben's Cheese,Perishable,Dairy,48,0,425,0,0.54,0.54,66,0.04,1,2025-06-25,2025-06-26,2.68,2008.88,66.96,1,3.599163729019307,60.32,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $0.54 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMA2AB60,Great Value Croissants,Perishable,Bakery,26,0,218,0,8.9,8.9,35,1.28,1,2025-06-27,2025-06-28,1.52,1069.93,35.66,0,2.2994952425932453,46.08,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM7186A5,Organic Shampoo,Non-Perishable,Personal Care,414,294,177,0,12.95,12.95,51,3.11,12,2025-06-25,2025-07-07,6.56,1501.09,50.04,11,2.498001553017811,37.83,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM68F411,Barilla Beans 12oz,Perishable,Grocery,539,256,95,0,0.96,0.96,42,0.16,13,2025-06-28,2025-07-11,1.62,1247.71,41.59,4,2.2601586837010617,35.88,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMEE22CF,Fresh Bananas 12oz,Perishable,Produce,14,0,389,0,9.35,9.35,32,1.59,2,2025-06-18,2025-06-20,6.56,986.18,32.87,0,11.378156743327732,66.24,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.35 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM72B880,Uncle Ben's Milk,Perishable,Dairy,11,0,490,0,2.88,2.88,60,0.0,2,2025-06-18,2025-06-20,5.24,1792.78,59.76,2,3.4805891205162864,70.96,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.88 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM45CB61,Tyson Bacon,Perishable,Meat,7,0,362,0,9.17,9.17,49,1.27,1,2025-06-22,2025-06-23,5.42,1535.94,51.2,2,5.546874917345122,61.68,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.17 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM72B6F5,Campbell's Milk,Perishable,Dairy,47,0,167,0,3.47,3.47,39,0.0,1,2025-06-23,2025-06-24,3.15,680.36,22.68,1,7.186948756909934,62.6,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $3.47 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMEF81A4,Potatoes,Perishable,Produce,3,0,247,0,9.07,9.07,13,2.07,2,2025-06-21,2025-06-23,4.71,346.19,11.54,0,18.890814620504973,58.84,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM6C0176,Del Monte Milk,Perishable,Dairy,58,0,372,0,7.8,7.8,59,0.0,1,2025-06-23,2025-06-24,3.57,1727.81,57.59,0,5.434971334792311,64.28,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $7.80 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMFA6187,Great Value Sauce,Non-Perishable,Grocery,487,12,289,14,1.41,1.41,66,0.17,9,2025-06-18,2025-06-27,5.22,2025.27,67.51,8,3.3032142340923287,69.47,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.41 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.21
WM0D733D,Sara Lee Croissants Organic,Perishable,Bakery,8,0,406,0,0.75,0.75,5,0.1,1,2025-06-20,2025-06-21,6.48,177.12,5.9,0,29.999999515080862,74.92,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $0.75 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM74314D,Great Value Butter 12oz,Perishable,Dairy,3,0,370,0,3.75,3.75,19,0.36,2,2025-06-23,2025-06-25,3.27,541.84,18.06,0,10.13289066509122,59.48,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM8D21FC,Kellogg's Cereal,Perishable,Grocery,654,49,456,0,7.38,7.38,71,0.97,13,2025-06-21,2025-07-04,5.26,2096.94,69.9,12,4.220314643209026,58.34,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMB29BCD,Great Value Croissants Organic,Perishable,Bakery,54,0,275,0,8.5,8.5,65,1.5,2,2025-06-20,2025-06-22,5.49,1984.44,66.15,3,2.207105013336735,61.96,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.50 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM16E7AC,Great Value Sausage Organic,Perishable,Meat,11,0,162,0,9.71,9.71,43,0.81,1,2025-06-17,2025-06-18,4.57,1338.2,44.61,1,1.6139878730082935,60.18,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.71 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM39496C,Heinz Yogurt Organic,Perishable,Dairy,16,0,147,0,9.59,9.59,55,0.95,2,2025-06-17,2025-06-19,3.97,1736.52,57.88,1,1.5549412290798823,56.38,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM1E9677,Tyson Sausage 16oz,Perishable,Meat,5,0,436,0,7.25,7.25,41,0.55,2,2025-07-01,2025-07-03,4.64,1282.97,42.77,0,7.061024006727139,63.06,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $7.25 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM5B67F4,Tyson Sauce 16oz,Non-Perishable,Grocery,605,414,248,57,9.87,9.87,78,1.08,8,2025-06-30,2025-07-08,3.42,2250.38,75.01,7,1.9197439794558648,30.69,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.73
WMA343C5,Organic Carrots 16oz,Perishable,Produce,8,0,265,0,8.8,8.8,5,1.63,1,2025-06-17,2025-06-18,5.85,171.58,5.72,0,24.4755253732814,63.4,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $8.80 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM9EABCA,Organic Rolls 12oz,Perishable,Bakery,25,0,328,0,3.64,3.64,19,0.39,1,2025-06-22,2025-06-23,5.01,596.61,19.89,1,4.575163539087894,66.14,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $3.64 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMD5D8D0,Del Monte Croissants,Perishable,Bakery,46,0,370,0,9.01,9.01,60,1.27,2,2025-06-28,2025-06-30,4.03,1814.11,60.47,2,2.0836778147254504,56.12,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMDD34BF,Fresh Carrots 12oz,Perishable,Produce,6,0,257,0,0.82,0.82,52,0.12,1,2025-06-23,2025-06-24,4.33,1545.81,51.53,1,3.628954093341269,66.12,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $0.82 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMBE1E43,Tyson Cheese 12oz,Perishable,Dairy,34,0,281,0,2.92,2.92,58,0.17,1,2025-06-29,2025-06-30,5.01,1760.43,58.68,1,1.2951601841300011,68.34,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.92 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM1B3067,Heinz Cheese Organic,Perishable,Dairy,26,0,222,0,3.38,3.38,31,0.33,2,2025-06-23,2025-06-25,2.31,915.71,30.52,0,6.716906845519137,55.94,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMFC2031,Kellogg's Rice,Perishable,Grocery,611,475,133,0,8.19,8.19,33,0.0,8,2025-06-23,2025-07-01,5.57,1020.33,34.01,1,0.7938841908999781,41.18,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WME13C06,Del Monte Toothpaste 12oz,Perishable,Personal Care,711,342,477,0,9.85,9.85,116,2.83,13,2025-06-24,2025-07-07,7.86,1841.36,61.38,0,5.001629108140824,52.2,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM58E36E,Barilla Paper Towels Organic,Perishable,Household,624,396,203,36,17.28,17.28,12,3.36,10,2025-06-20,2025-06-30,3.02,361.73,12.06,5,3.3167494700030296,44.7,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,3.0
WM3E1B97,Barilla Cream,Perishable,Dairy,9,0,114,0,6.66,6.66,47,0.49,2,2025-06-26,2025-06-28,4.08,1409.0,46.97,1,1.1283797875789496,61.42,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.66 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM1B1C97,Fresh Lettuce,Perishable,Produce,13,0,382,0,5.37,5.37,70,0.94,2,2025-06-26,2025-06-28,3.52,2073.32,69.11,2,2.0257560232032508,54.68,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM077E11,Barilla Beans,Non-Perishable,Grocery,706,622,324,1403,5.36,5.36,6,0.7,12,2025-06-17,2025-06-29,2.05,187.87,6.26,3,35.46325748931382,45.96,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,233.83
WM527C72,Kellogg's Beans Organic,Perishable,Grocery,526,172,159,0,2.05,2.05,32,0.3,13,2025-06-28,2025-07-11,7.97,933.93,31.13,4,2.4734982998985666,65.8,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.05 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM4EC2AA,Campbell's Beans Organic,Non-Perishable,Grocery,427,98,129,0,7.22,7.22,70,0.8,9,2025-06-25,2025-07-04,5.46,2099.29,69.98,1,0.7716490055676698,54.66,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM71C276,Uncle Ben's Sausage Organic,Perishable,Meat,11,0,491,0,0.57,0.57,12,0.06,1,2025-06-30,2025-07-01,6.82,392.45,13.08,0,28.51681973820036,76.68,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $0.57 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMF1EA0A,Canned Corn 12oz,Non-Perishable,Grocery,383,38,247,0,7.86,7.86,57,1.35,8,2025-06-22,2025-06-30,3.65,1673.79,55.79,1,2.832048707782433,50.63,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMC096AB,Barilla Croissants,Perishable,Bakery,53,0,351,0,5.33,5.33,24,0.62,2,2025-07-01,2025-07-03,6.13,765.49,25.52,3,4.231974845719265,68.32,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.33 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM186C66,Peppers 12oz,Perishable,Produce,10,0,224,0,8.61,8.61,65,1.91,1,2025-06-24,2025-06-25,1.48,1983.02,66.1,1,0.9833585703553116,45.92,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMCBF5F5,Del Monte Rolls Organic,Perishable,Bakery,45,0,250,0,7.11,7.11,43,0.78,1,2025-06-28,2025-06-29,7.08,1294.75,43.16,1,3.637627445668626,70.52,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $7.11 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM558C3D,Avocados,Perishable,Produce,5,0,135,0,5.29,5.29,69,1.06,1,2025-06-28,2025-06-29,7.43,2015.33,67.18,0,1.28014289385727,69.72,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.29 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM1314B8,Canned Beans 16oz,Perishable,Grocery,642,3,269,0,1.48,1.48,57,0.2,8,2025-06-18,2025-06-26,6.0,1676.88,55.9,1,2.361359506204854,71.81,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.48 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM3B4C54,Organic Beans 16oz,Perishable,Grocery,636,270,210,1532,3.14,3.14,5,0.38,7,2025-06-24,2025-07-01,6.4,162.66,5.42,4,38.56088506605866,84.82,🔴 HIGH RISK – Act Now,182,571.48,Strategic Discount - Tier 1,1164.8,606.67,9100,45.5,100.0,2.038,Action: Apply Tier 1 Strategic Discount. New price: $3.14 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now. 🌱 High sustainability impact.,✅ Confident action,306.4
WMBA81E3,Fresh Bananas,Perishable,Produce,3,0,148,0,4.66,4.66,51,0.48,1,2025-06-24,2025-06-25,3.5,1486.43,49.55,1,1.0090817511577856,59.2,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM2DB18C,Sara Lee Yogurt 12oz,Perishable,Dairy,23,0,323,0,2.38,2.38,76,0.13,2,2025-06-23,2025-06-25,0.0,2323.58,77.45,0,4.092963363340645,48.7,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
