item_id,item_name,category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,daily_sales,elasticity,restock_frequency_days,last_restock_date,next_restock_date,carbon_score,predicted_monthly_sales,predicted_daily_sales,days_until_restock,days_stock_lasts,risk_score,risk_tag,forecasted_waste_units,forecasted_waste_value,recommended_action,co2_saved_kg,meals_saved,water_saved_liters,energy_saved_kwh,sustainability_score,efficiency_ratio,tactical_note,confidence,overstock_score
WM142AF9,Tyson Sausage,Perishable,Meat,4,0,96,0,5.3,5.3,18,0.7,1,2025-06-22,2025-06-23,5.87,580.04,19.33,1,1.500258671208518,66.48,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.30 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM683C49,Tyson Bread Organic,Perishable,Bakery,45,0,207,0,6.48,6.48,25,0.0,1,2025-06-25,2025-06-26,7.55,794.04,26.47,1,5.024556231586285,80.2,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $6.48 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,0.0
WM3EB68D,Tyson Rice 16oz,Perishable,Grocery,665,560,432,1803,9.9,9.9,10,0.0,11,2025-06-22,2025-07-03,4.48,304.7,10.16,1,28.93700830860601,64.24,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.90 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,180.3
WMBDF94D,Kellogg's Cereal,Perishable,Grocery,302,66,385,2151,2.74,2.41,5,0.41,9,2025-06-24,2025-07-03,7.45,171.14,5.7,1,38.94736972431952,96.96,🔴 HIGH RISK – Act Now,1821,4989.54,Strategic Discount - Tier 1,13566.45,6070.0,91050,455.25,100.0,2.719,Action: Apply Tier 1 Strategic Discount. New price: $2.41 (12.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now. 🌱 High sustainability impact.,✅ Confident action,430.2
WMD6BD07,Tyson Milk,Perishable,Dairy,55,0,371,0,9.28,9.28,8,0.0,1,2025-06-25,2025-06-26,2.04,235.68,7.86,1,24.554706962034725,58.16,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM2CE45F,Uncle Ben's Cereal,Perishable,Grocery,658,159,483,0,4.7,4.7,65,0.79,11,2025-06-30,2025-07-11,6.49,1958.14,65.27,9,5.806649601540326,58.39,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM9A5804,Great Value Bread 16oz,Perishable,Bakery,58,0,302,0,1.32,1.32,37,0.0,2,2025-06-26,2025-06-28,3.34,1110.3,37.01,1,6.53877360105686,63.36,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.32 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM5BB054,Kellogg's Muffins,Perishable,Bakery,51,0,490,0,1.68,1.68,30,0.2,1,2025-06-28,2025-06-29,3.46,953.59,31.79,2,5.190311269208182,61.84,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.68 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMC17CB8,Organic TV 16oz,Non-Perishable,Electronics,500,0,135,0,71.77,71.77,49,23.02,8,2025-06-17,2025-06-25,2.16,1498.04,49.93,2,2.363308617640205,48.64,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMA44CD3,Organic Bananas Organic,Perishable,Produce,11,0,261,0,6.53,6.53,26,1.12,2,2025-06-25,2025-06-27,4.49,781.62,26.05,2,5.758157558277373,57.96,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM86676E,Kellogg's Bread,Perishable,Bakery,14,0,150,0,1.45,1.45,2,0.0,1,2025-06-17,2025-06-18,7.34,87.73,2.92,1,24.65753360232173,79.36,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.45 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMDE65A1,Kellogg's Bread,Perishable,Bakery,36,0,340,0,3.27,3.27,28,0.0,2,2025-06-29,2025-07-01,2.54,794.5,26.48,1,8.534743349958287,60.16,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $3.27 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMC9265C,Sara Lee Pasta 12oz,Perishable,Grocery,592,265,253,253,7.79,7.79,23,1.32,10,2025-06-27,2025-07-07,4.58,1613.74,53.79,10,1.4686744498120168,70.41,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $7.79 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,11.0
WM015C62,Canned Pasta 16oz,Perishable,Grocery,343,102,142,0,3.86,3.86,44,0.71,9,2025-06-30,2025-07-09,2.68,1265.63,42.19,9,2.133206990507561,41.72,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM1427DD,Apples,Perishable,Produce,5,0,470,0,8.91,8.91,23,1.01,2,2025-06-19,2025-06-21,2.21,1627.89,54.26,1,8.035385431019677,48.84,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMDD366B,Campbell's Butter,Perishable,Dairy,56,0,267,0,4.51,4.51,17,0.38,1,2025-06-24,2025-06-25,6.8,530.1,17.67,1,13.016411941535177,73.4,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.51 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM8A66B6,Heinz Sauce 12oz,Perishable,Grocery,313,197,163,0,4.29,4.29,67,0.5,12,2025-06-30,2025-07-12,4.33,2085.35,69.51,2,2.1867356542746177,37.14,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM1283F7,Great Value Razor Blades,Perishable,Personal Care,525,67,119,0,13.41,13.41,24,3.47,8,2025-06-29,2025-07-07,4.26,754.02,25.13,9,2.7855154133584388,51.94,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM471EDF,Del Monte Pasta,Perishable,Grocery,339,230,79,54,8.32,8.32,5,1.3,11,2025-07-01,2025-07-12,3.85,157.44,5.25,11,4.571428571428571,58.26,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,10.8
WM8E1194,Heinz Rice,Non-Perishable,Grocery,714,211,168,34,5.89,5.89,56,0.0,13,2025-06-22,2025-07-05,4.56,1664.73,55.49,13,0.8469994337419278,60.06,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.89 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.61
WMC2F03D,Barilla Cream,Perishable,Dairy,42,0,420,420,4.66,4.66,56,0.44,1,2025-06-21,2025-06-22,6.08,1711.32,57.04,1,4.435483799775478,99.92,🔴 HIGH RISK – Act Now,420,1957.2,DONATE,2553.6,1400.0,21000,105.0,100.0,1.305,"Action: Donate. Potential savings: $1957.20, CO₂ reduction: 2553.6kg. 🌱 High sustainability impact.",✅ Confident action,7.5
WM37DACD,Barilla Beef,Perishable,Meat,12,0,338,338,7.4,7.4,33,0.63,1,2025-06-30,2025-07-01,5.98,1908.89,63.63,1,3.064592122059759,97.62,🔴 HIGH RISK – Act Now,338,2501.2,DONATE,2021.24,1126.67,16900,84.5,100.0,0.808,"Action: Donate. Potential savings: $2501.20, CO₂ reduction: 2021.24kg. 🌱 High sustainability impact.",✅ Confident action,10.24
WMBA9413,Organic Bananas,Perishable,Produce,8,0,121,0,9.44,9.44,79,1.0,2,2025-06-28,2025-06-30,7.17,2413.56,80.45,1,1.280298370505414,68.68,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.44 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM11AD0B,Potatoes 16oz,Perishable,Produce,11,0,169,0,8.32,8.32,46,1.39,1,2025-06-27,2025-06-28,2.41,1394.89,46.5,1,1.4193548387096775,49.64,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMA4F288,Great Value Lotion,Perishable,Personal Care,364,202,415,957,6.13,6.13,14,0.97,13,2025-06-25,2025-07-08,8.09,435.5,14.52,2,23.14049513823154,80.46,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $6.13 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,68.36
WM20FC26,Fresh Bananas,Perishable,Produce,11,0,114,0,2.37,2.37,61,0.52,1,2025-06-25,2025-06-26,2.2,1851.76,61.73,2,0.7289810518986075,53.6,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM133336,Kellogg's Rice 12oz,Perishable,Grocery,517,370,366,0,3.96,3.96,61,0.0,8,2025-06-25,2025-07-03,1.76,1855.5,61.85,4,3.540824662940496,28.41,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM59B099,Barilla Yogurt 16oz,Perishable,Dairy,15,0,269,0,4.98,4.98,68,0.35,1,2025-06-19,2025-06-20,5.0,1297.32,43.24,1,3.098982303387167,66.5,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.98 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM45EF24,Canned Pasta,Non-Perishable,Grocery,566,293,136,0,7.17,7.17,70,1.08,12,2025-06-26,2025-07-08,3.37,2144.66,71.49,13,0.5735068013028773,32.77,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM5B992C,Kellogg's Rice,Non-Perishable,Grocery,615,416,174,0,1.05,1.05,62,0.0,7,2025-06-23,2025-06-30,3.77,1895.43,63.18,5,2.7382082805375934,38.02,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMA54549,Del Monte Pasta,Perishable,Grocery,417,0,340,0,3.6,3.6,30,0.65,9,2025-06-27,2025-07-06,5.3,908.21,30.27,5,5.054509338824884,64.7,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $3.60 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMD67F76,Tyson Rice 16oz,Perishable,Grocery,700,372,125,0,4.79,4.79,50,0.0,12,2025-06-22,2025-07-04,4.3,1477.98,49.27,8,1.359853853815878,45.94,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM916ECF,Uncle Ben's Cream 12oz,Perishable,Dairy,20,0,261,0,6.68,6.68,50,0.36,2,2025-06-30,2025-07-02,2.73,1488.97,49.63,1,2.6395324839950662,57.32,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMB26D0C,Organic Bananas 16oz,Perishable,Produce,9,0,87,0,3.41,3.41,4,0.48,2,2025-06-22,2025-06-24,6.37,143.69,4.79,1,10.020876906527374,70.68,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $3.41 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM1FBCF4,Great Value Rolls 16oz,Perishable,Bakery,15,0,269,0,2.94,2.94,23,0.52,1,2025-06-18,2025-06-19,8.25,697.63,23.25,1,10.365591397849462,77.8,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.94 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM078BFB,Great Value Cheese 16oz,Perishable,Dairy,56,0,449,0,5.8,5.8,33,0.38,1,2025-06-28,2025-06-29,4.69,980.67,32.69,2,8.014683726108693,64.96,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.80 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM1AD2CF,Barilla Bread,Perishable,Bakery,11,0,468,0,4.52,4.52,50,0.0,2,2025-06-22,2025-06-24,6.06,1498.79,49.96,1,2.8222578579634554,74.24,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.52 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM9F236E,Uncle Ben's Butter 16oz,Perishable,Dairy,52,0,299,0,9.51,9.51,14,0.75,2,2025-07-01,2025-07-03,5.05,1096.71,36.56,1,4.130196781401473,62.7,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $9.51 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMA337F5,Barilla Sausage,Perishable,Meat,9,0,440,0,6.8,6.8,21,0.87,2,2025-06-30,2025-07-02,3.99,621.87,20.73,3,16.93198300775913,57.26,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WMEFFFA2,Sara Lee Rice 16oz,Non-Perishable,Grocery,435,119,58,0,4.16,4.16,62,0.0,13,2025-06-30,2025-07-13,7.0,1903.62,63.45,7,0.8510638195538193,67.06,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $4.16 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM7BC933,Heinz Cereal,Perishable,Grocery,602,512,443,0,7.12,7.12,13,1.08,11,2025-06-23,2025-07-04,6.16,972.16,32.41,2,5.39956805997867,30.62,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM512997,Sara Lee Pasta,Non-Perishable,Grocery,550,45,413,882,5.98,5.21,12,0.96,12,2025-06-29,2025-07-11,5.23,374.7,12.49,1,25.06004849766132,88.05,🔴 HIGH RISK – Act Now,342,2045.16,Strategic Discount - Tier 1,1788.66,1140.0,17100,85.5,100.0,0.875,Action: Apply Tier 1 Strategic Discount. New price: $5.21 (12.9% reduction). Risk factor: 🔴 HIGH RISK – Act Now. 🌱 High sustainability impact.,✅ Confident action,73.5
WM254FA7,Kellogg's Earbuds Organic,Perishable,Electronics,605,335,121,0,39.62,39.62,61,11.87,11,2025-06-19,2025-06-30,4.03,1836.69,61.22,10,1.6661221490715368,33.97,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM30C619,Del Monte Sausage,Perishable,Meat,6,0,242,0,6.79,6.79,7,0.53,1,2025-06-27,2025-06-28,7.46,231.23,7.71,2,15.17509720118236,74.54,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $6.79 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMC510F8,Campbell's Chicken 12oz,Perishable,Meat,12,0,259,0,5.39,5.39,31,0.67,2,2025-06-17,2025-06-19,3.8,945.44,31.51,1,3.3640114005090096,58.5,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,0.0
WM0E1A14,Tyson Shampoo 12oz,Perishable,Personal Care,615,422,96,0,19.74,19.74,23,5.71,8,2025-07-01,2025-07-09,8.08,729.57,24.32,1,3.61842109803678,44.87,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WMDB86B9,Uncle Ben's Bread 16oz,Perishable,Bakery,4,0,126,0,5.94,5.94,37,0.0,2,2025-06-28,2025-06-30,5.0,1161.44,38.71,1,2.5058125108276896,70.0,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $5.94 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM2DF2BE,Sara Lee Rice,Perishable,Grocery,509,429,429,262,1.8,1.8,67,0.0,13,2025-06-22,2025-07-05,7.36,1994.44,66.48,12,1.850180411989579,69.19,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.80 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,3.91
WM9E2AB3,Sara Lee Rolls,Perishable,Bakery,57,0,499,499,4.7,4.7,33,0.7,1,2025-06-29,2025-06-30,7.71,973.37,32.45,3,4.622496039239303,100.0,🔴 HIGH RISK – Act Now,499,2345.3,DONATE,3847.29,1663.33,24950,124.75,100.0,1.64,"Action: Donate. Potential savings: $2345.30, CO₂ reduction: 3847.29kg. 🌱 High sustainability impact.",✅ Confident action,15.12
WMAAC5C5,Canned Spaghetti 12oz,Perishable,Grocery,689,357,168,437,7.13,7.13,9,1.38,10,2025-06-26,2025-07-06,8.07,262.47,8.75,10,7.542857142857143,81.55,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $7.13 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,48.56
WM0B679B,Apples 12oz,Perishable,Produce,10,0,62,0,1.19,1.19,154,0.15,2,2025-06-22,2025-06-24,3.41,3076.23,102.54,3,0.5948897937913217,62.14,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.19 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM3E07FA,Del Monte Yogurt 16oz,Perishable,Dairy,56,0,193,193,1.98,1.98,26,0.16,1,2025-06-25,2025-06-26,3.4,786.1,26.2,1,5.916030362077367,92.0,🔴 HIGH RISK – Act Now,193,382.14,DONATE,656.2,643.33,9650,48.25,100.0,1.717,"Action: Donate. Potential savings: $382.14, CO₂ reduction: 656.2kg. 🌱 High sustainability impact.",✅ Confident action,7.42
WMBF3DA9,Uncle Ben's Rice,Perishable,Grocery,373,41,160,0,1.22,1.22,28,0.0,11,2025-06-26,2025-07-07,3.71,859.51,28.65,5,3.001745240665792,60.44,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $1.22 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM0008A4,Del Monte Rice,Non-Perishable,Grocery,705,86,344,197,4.89,4.89,64,0.0,9,2025-06-22,2025-07-01,5.1,1908.37,63.61,8,1.4777550557781778,83.99,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 1,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 1 Strategic Discount. New price: $4.89 (0.0% reduction). Risk factor: 🔴 HIGH RISK – Act Now.,✅ Confident action,3.08
WM27B6CD,Sara Lee Pork 16oz,Perishable,Meat,3,0,292,292,6.66,6.66,54,0.78,1,2025-06-26,2025-06-27,4.55,1697.1,56.57,2,2.15662012830384,90.4,🔴 HIGH RISK – Act Now,292,1944.72,DONATE,1328.6,973.33,14600,73.0,100.0,0.683,"Action: Donate. Potential savings: $1944.72, CO₂ reduction: 1328.6kg.",✅ Confident action,5.41
WM2B592E,Del Monte Bagels,Perishable,Bakery,15,0,222,0,2.54,2.54,68,0.51,1,2025-06-28,2025-06-29,6.13,2061.3,68.71,1,0.8150196586548215,69.42,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.54 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM80B618,Sara Lee Bread 12oz,Perishable,Bakery,46,0,109,0,7.61,7.61,21,0.0,1,2025-06-21,2025-06-22,6.84,632.7,21.09,2,2.8923660293342803,77.36,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $7.61 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WM18B8C6,Kellogg's Paper Towels,Perishable,Household,445,0,405,0,2.31,2.31,52,0.51,9,2025-06-28,2025-07-07,8.04,1547.13,51.57,6,7.5431452841183875,77.06,🔴 HIGH RISK – Act Now,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.31 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMFFD1D4,Uncle Ben's Bacon 12oz,Perishable,Meat,12,0,351,0,2.79,2.79,40,0.32,2,2025-06-27,2025-06-29,3.63,1170.75,39.03,2,6.097873621411565,61.32,🟠 MEDIUM RISK – Monitor,0,0.0,Strategic Discount - Tier 2,0.0,0.0,0,0.0,0.0,0.0,Action: Apply Tier 2 Strategic Discount. New price: $2.79 (0.0% reduction). Addressing overstock.,⚠️ Moderate confidence,0.0
WMCB35D5,Tyson Rolls Organic,Perishable,Bakery,10,0,80,80,8.65,8.65,83,0.92,2,2025-06-18,2025-06-20,5.56,2364.61,78.82,2,0.5074854117593537,68.82,🟠 MEDIUM RISK – Monitor,80,692.0,DONATE,444.8,266.67,4000,20.0,100.0,0.643,"Action: Donate. Potential savings: $692.00, CO₂ reduction: 444.8kg.",✅ Confident action,0.96
WMD4380A,Avocados 16oz,Perishable,Produce,6,0,378,378,4.91,4.91,34,0.75,2,2025-06-26,2025-06-28,7.21,956.7,31.89,4,11.790530172353982,100.0,🔴 HIGH RISK – Act Now,378,1855.98,DONATE,2725.38,1260.0,18900,94.5,100.0,1.468,"Action: Donate. Potential savings: $1855.98, CO₂ reduction: 2725.38kg. 🌱 High sustainability impact.",✅ Confident action,11.12
WM83C9FF,Campbell's Rice Organic,Non-Perishable,Grocery,456,294,420,74,7.28,7.28,37,0.0,12,2025-06-21,2025-07-03,5.05,1125.13,37.5,6,5.546666666666667,56.41,🟠 MEDIUM RISK – Monitor,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,⚠️ Moderate confidence,2.0
WMEAF7A4,Organic Croissants,Perishable,Bakery,23,0,265,265,4.91,4.91,20,0.84,2,2025-06-18,2025-06-20,4.4,528.72,17.62,3,13.280362591071292,89.2,🔴 HIGH RISK – Act Now,265,1301.15,DONATE,1166.0,883.33,13250,66.25,100.0,0.896,"Action: Donate. Potential savings: $1301.15, CO₂ reduction: 1166.0kg. 🌱 High sustainability impact.",✅ Confident action,13.25
WMA64A87,Canned Soup Organic,Non-Perishable,Grocery,659,380,323,0,9.75,9.75,59,1.87,13,2025-06-22,2025-07-05,3.54,1763.44,58.78,13,1.1058183285109882,31.09,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.0
WM8197E7,Uncle Ben's Cleaner,Perishable,Household,483,304,470,46,7.14,7.14,72,1.45,9,2025-06-18,2025-06-27,3.03,2207.72,73.59,8,4.946324474982759,30.78,🟢 LOW RISK – Stable,0,0.0,NO ACTION,0.0,0.0,0,0.0,0.0,0.0,Status: Stable. No action required.,🟢 Low risk zone,0.64
WM3952EE,Uncle Ben's Yogurt 16oz,Perishable,Dairy,54,0,335,335,4.69,4.69,67,0.3,2,2025-06-17,2025-06-19,1.04,2043.84,68.13,2,4.1097902728295335,81.16,🔴 HIGH RISK – Act Now,335,1571.15,DONATE,348.4,1116.67,16750,83.75,100.0,0.222,"Action: Donate. Potential savings: $1571.15, CO₂ reduction: 348.4kg.",✅ Confident action,5.0
WMC57A57,Barilla Milk 12oz,Perishable,Dairy,35,0,274,274,4.56,4.56,49,0.0,1,2025-06-24,2025-06-25,6.85,1429.24,47.64,1,5.562552548176168,100.0,🔴 HIGH RISK – Act Now,274,1249.44,DONATE,1876.9,913.33,13700,68.5,100.0,1.502,"Action: Donate. Potential savings: $1249.44, CO₂ reduction: 1876.9kg. 🌱 High sustainability impact.",✅ Confident action,5.59
WM696B21,Organic Croissants 16oz,Perishable,Bakery,17,0,137,137,3.29,3.29,11,0.46,2,2025-06-18,2025-06-20,5.99,345.28,11.51,4,4.952215366336043,99.36,🔴 HIGH RISK – Act Now,137,450.73,DONATE,820.63,456.67,6850,34.25,100.0,1.821,"Action: Donate. Potential savings: $450.73, CO₂ reduction: 820.63kg. 🌱 High sustainability impact.",✅ Confident action,12.45
