category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,elasticity,restock_frequency_days,carbon_score,predicted_daily_sales,days_until_restock,days_stock_lasts,risk_score,forecasted_waste_units,forecasted_waste_value,recommended_action,co2_saved_kg,meals_saved,water_saved_liters,energy_saved_kwh,sustainability_score,efficiency_ratio,overstock_score
1,1,16,0,391,0,1.78,1.78,0.14,2,4.81,78.33,0,3.612919614254393,67.84,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,7,0,154,0,5.26,5.26,0.54,1,3.67,61.15,0,1.1774325135466976,59.28,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,42,0,67,0,8.93,8.93,1.29,2,3.32,57.53,0,0.6257604860745312,53.28,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,534,128,204,411,4.83,4.06,0.75,11,5.53,11.32,0,13.780919099434872,85.03,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,37.36
1,3,494,271,168,0,8.76,8.76,0.0,12,5.48,53.72,4,2.7364109579235776,49.98,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,11,0,424,424,8.41,8.41,0.69,2,8.54,46.88,2,2.965016997291386,100.0,424,3565.84,0,3620.96,1413.33,21200,106.0,100.0,1.015,9.02
0,4,607,518,206,445,7.85,7.85,0.0,8,5.43,15.41,5,3.698896856872607,67.58,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,31.79
1,3,661,26,441,0,8.57,8.57,0.89,11,5.35,65.27,1,3.5085033212473213,60.93,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,13,0,483,0,3.99,3.99,0.45,2,2.23,9.96,0,39.45783117417703,54.42,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,566,326,385,0,6.77,6.77,1.35,13,6.0,77.9,3,2.092426146434032,40.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,54,4,211,4972,9.82,6.62,0.0,1,3.87,5.81,1,25.473322109740995,92.52,4944,48550.08,2,19133.28,16480.0,247200,1236.0,100.0,0.394,710.29
1,3,403,182,479,479,7.04,7.04,0.95,8,3.19,54.03,7,3.646122606900486,65.2,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,8.87
0,3,647,0,424,0,8.9,8.9,0.0,7,7.86,54.3,0,6.169429184289151,81.44,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,9,0,473,0,1.46,1.46,0.27,1,3.88,12.62,0,18.0665611780946,62.82,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,465,25,129,0,1.55,1.55,0.19,10,5.11,54.37,6,0.6253448715824974,66.39,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,9,0,430,0,8.27,8.27,0.0,1,8.77,53.31,0,3.4890263591924864,85.08,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,13,0,386,0,4.53,4.53,0.28,1,8.16,41.59,0,7.958643875585653,79.84,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,322,267,324,174,4.58,4.58,0.52,10,5.92,50.4,7,4.00793638659473,55.78,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,3.41
1,0,49,0,94,0,5.99,5.99,0.99,2,4.22,8.89,0,2.924634307751012,56.98,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,3,0,426,0,8.24,8.24,1.09,2,3.37,9.27,0,27.939588695822145,53.48,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,13,0,284,0,7.71,7.71,1.82,2,4.29,62.23,0,4.001285583024958,57.16,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,2,478,230,328,0,97.03,97.03,20.45,11,3.83,71.66,0,2.2327657245795103,36.07,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,364,175,318,63,5.02,5.02,0.78,13,7.42,51.27,8,3.9984395976138014,60.52,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.31
1,1,45,0,298,0,9.87,9.87,0.67,2,7.44,36.19,0,6.382978965617233,73.06,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,8,0,77,0,8.29,8.29,1.34,2,3.59,36.94,0,0.893340585457948,54.36,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,5,0,282,0,3.79,3.79,0.46,2,6.43,62.88,0,1.2563613018139528,71.12,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,7,0,71,0,2.46,2.46,0.32,2,4.19,18.5,0,1.4054054054054057,63.56,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,14,0,403,403,4.64,4.64,0.86,2,7.17,81.37,2,4.018679967584685,100.0,403,1869.92,0,2889.51,1343.33,20150,100.75,100.0,1.545,5.04
1,1,8,0,181,0,5.74,5.74,0.31,1,4.72,3.06,0,40.19607918301899,65.78,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,13,0,466,0,3.45,3.45,0.26,1,5.49,39.48,0,9.523809634236423,69.36,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,31,0,493,0,4.76,4.76,0.35,1,5.71,63.02,0,3.379879378813297,69.34,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,43,0,459,0,8.77,8.77,0.67,2,5.28,37.95,0,6.956521599277871,64.42,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,14,0,236,0,4.58,4.58,0.55,1,4.11,26.66,0,4.613653439759476,60.94,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,9,0,264,0,0.62,0.62,0.09,1,6.01,13.0,0,20.07692307692308,73.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,667,0,185,0,6.37,6.37,0.85,8,5.22,14.42,1,6.934812723364479,62.38,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,6,0,470,0,1.56,1.56,0.22,2,6.66,22.1,1,12.94117624720964,74.44,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,689,310,495,2033,1.6,1.6,0.27,11,2.55,5.2,6,56.346155912918526,69.5,1103,1764.8,1,2812.65,3676.67,55150,275.75,100.0,1.594,677.67
1,5,8,0,383,0,0.74,0.74,0.11,1,5.07,33.19,0,4.368785959614779,69.18,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,14,0,347,0,1.19,1.19,0.22,1,3.29,43.04,0,3.299256435395923,60.96,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,401,172,468,1117,2.81,2.81,0.44,10,4.75,21.94,5,11.531449126779478,77.44,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,124.11
0,4,342,275,408,1810,3.62,3.62,0.87,9,4.05,8.72,2,17.660549917904174,55.34,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,226.25
1,7,10,0,205,0,3.11,3.11,0.54,1,4.58,46.67,0,3.6211700585078295,62.92,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,10,0,312,0,9.18,9.18,1.98,1,3.48,60.77,0,4.426526213159406,53.92,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,10,0,67,0,1.61,1.61,0.11,1,3.42,5.19,0,5.587668531844131,62.58,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,6,553,112,464,453,9.06,7.27,2.33,9,7.52,30.85,2,4.019448896813676,91.98,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,15.1
1,3,484,177,254,497,1.33,1.33,0.19,13,0.0,7.18,3,9.88857962360546,63.47,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,71.0
1,5,3,0,304,0,4.66,4.66,0.45,1,3.27,71.82,0,1.5316068012727555,58.58,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,34,0,150,0,5.02,5.02,0.0,2,2.6,44.93,0,1.0905853475891334,60.4,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,35,0,488,0,7.83,7.83,0.78,1,2.6,47.57,0,9.20748376728823,52.6,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,8,0,322,0,9.03,9.03,1.26,1,4.35,35.21,0,7.98068751225611,57.4,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,427,319,139,0,8.77,8.77,1.35,12,0.71,54.76,8,2.5200877324668296,12.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,6,367,71,418,0,10.53,10.53,2.92,9,5.29,47.03,2,7.739740792003524,53.42,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,4,0,108,0,1.28,1.28,0.13,2,3.54,54.71,0,0.8225187489131495,62.86,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,14,0,272,0,8.24,8.24,1.44,1,8.06,15.98,0,15.143930346204078,72.24,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,8,0,109,0,1.75,1.75,0.21,1,4.19,26.61,0,0.9770762646989845,64.66,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,4,0,315,0,1.24,1.24,0.16,2,2.07,25.35,0,5.404339169167977,56.68,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,6,319,42,78,197,13.24,9.69,3.31,8,3.04,3.95,6,4.303797416399734,76.89,71,940.04,1,215.84,236.67,3550,17.75,100.0,0.23,65.67
1,0,3,0,273,0,5.11,5.11,0.54,2,3.71,19.54,0,6.038894292283887,59.44,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,55,0,161,0,2.69,2.69,0.32,1,2.64,59.76,0,2.292503411109285,57.36,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,9,0,75,0,4.79,4.79,1.07,1,4.68,55.83,0,0.8776643093847153,58.72,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,322,14,367,1569,2.89,1.86,0.32,12,0.79,2.68,4,73.50746085554015,78.22,1541,4453.49,1,1217.39,5136.67,77050,385.25,100.0,0.273,784.5
1,2,318,179,392,1187,25.11,25.11,9.25,12,6.71,15.69,7,21.60611912468377,74.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,79.13
0,3,544,398,437,2856,9.42,9.42,0.0,7,5.64,4.23,0,100.70921940404824,73.3,1264,11906.88,1,7128.96,4213.33,63200,316.0,100.0,0.599,714.0
1,3,546,39,56,0,5.73,3.85,0.63,7,7.61,7.79,0,3.0808729290790726,71.28,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,4,718,440,233,292,9.49,9.49,2.06,12,4.86,16.63,4,7.696933641582909,64.93,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,18.25
1,1,3,0,461,0,7.5,7.5,0.42,1,7.7,20.34,0,10.176991074096088,76.6,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,24,0,428,0,9.76,9.76,1.11,1,2.92,25.67,0,16.166731545250343,51.68,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,6,0,81,0,7.31,7.31,1.64,2,3.6,16.98,0,3.6513546331835984,54.4,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,14,0,121,0,8.85,8.85,0.95,2,0.44,28.85,0,1.1091854272748471,42.26,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,4,0,452,0,7.53,7.53,1.85,2,1.47,22.55,0,5.45454563909038,45.88,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,339,251,294,109,9.24,9.24,1.47,13,4.3,37.53,8,7.567279755859367,45.75,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,3.03
1,6,382,183,383,769,16.36,16.36,3.21,8,4.95,31.78,5,10.76148497830946,70.64,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,25.63
1,2,319,123,155,0,32.06,32.06,6.46,10,5.2,60.21,0,1.9431988337327963,45.38,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,8,0,425,0,1.52,1.52,0.35,2,2.17,74.63,0,4.395015571101043,55.18,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,576,225,193,910,3.68,3.68,0.51,8,8.36,4.72,4,29.02542501902045,92.72,10,36.8,2,83.6,33.33,500,2.5,77.5,2.272,227.5
1,0,15,0,456,0,2.17,2.17,0.32,1,1.69,12.72,0,29.0880497038249,53.56,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,56,0,486,0,8.3,8.3,1.0,1,4.83,28.89,0,8.99965404960031,59.32,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,11,0,432,0,6.86,6.86,0.75,1,5.24,69.51,0,3.812400976202458,63.46,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,14,0,408,0,6.91,6.91,0.93,1,6.13,3.74,0,29.94652398780954,65.22,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,370,44,402,0,2.91,2.91,0.39,7,7.94,69.52,0,2.3446491350810046,73.1,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,6,396,183,137,0,13.25,13.25,3.71,7,4.18,68.86,0,0.842288694247862,38.24,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,6,0,462,0,8.77,8.77,1.47,2,4.71,42.23,0,10.821690858483944,58.84,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,8,0,413,0,8.79,8.79,1.34,1,5.73,73.61,0,1.2905855075708343,62.92,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,13,0,327,0,8.03,8.03,1.24,1,7.95,18.57,0,13.516424562460172,71.8,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,32,0,395,0,7.88,7.88,1.35,1,7.39,72.42,0,5.053852654706995,69.56,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,513,0,457,0,7.4,7.4,1.3,11,3.56,67.65,8,2.320768609886004,54.24,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,17,0,395,0,5.89,5.89,1.07,1,7.15,46.14,0,3.857824064903098,68.6,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,3,0,132,0,3.1,3.1,0.62,2,9.38,12.97,0,8.249807077645633,81.32,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,28,0,145,0,7.33,7.33,1.42,1,2.72,8.91,0,15.824916095924868,50.88,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,6,333,20,190,100,10.22,6.75,2.91,11,5.21,15.4,8,11.168831445491628,88.44,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,7.14
1,5,12,0,381,381,5.22,5.22,0.77,2,6.8,66.25,2,2.3547169811320754,99.5,381,1988.82,0,2590.8,1270.0,19050,95.25,100.0,1.303,5.69
1,5,13,0,205,0,7.07,7.07,0.72,2,8.85,48.58,0,2.7377520581932124,78.2,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,14,0,464,0,7.29,7.29,1.07,1,0.83,48.66,0,8.939580792520998,43.32,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,323,0,160,0,1.4,1.4,0.15,10,8.59,34.35,7,3.6972345164929306,82.86,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,5,0,288,0,8.0,8.0,1.51,1,9.35,33.96,0,3.5335689998550954,77.4,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,441,0,237,237,32.89,32.89,11.07,11,2.69,64.49,11,3.2098000753120286,72.64,237,7794.93,0,637.53,790.0,11850,59.25,100.0,0.082,3.65
1,6,697,326,53,0,11.8,11.8,2.27,13,2.84,48.39,0,1.0746022040893808,32.65,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,56,0,159,0,4.99,4.99,0.48,2,1.28,69.25,0,0.6064981949458483,50.32,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,6,473,104,430,253,10.13,8.31,2.88,11,7.8,58.84,9,2.005438472025737,88.13,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,4.29
1,1,23,0,134,0,6.3,6.3,0.47,1,2.56,53.43,0,0.6176305411101276,55.54,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,363,293,329,1511,6.44,6.44,1.11,9,7.69,5.54,2,19.13357413896894,68.47,46,296.24,1,353.74,153.33,2300,11.5,100.0,1.194,302.2
0,3,368,26,271,758,1.42,0.95,0.24,10,5.28,16.53,8,13.248638288135634,95.89,368,522.56,2,1943.04,1226.67,18400,92.0,100.0,3.718,50.53
1,0,48,0,99,0,5.81,5.81,0.69,1,3.82,77.7,0,0.746460775778861,58.38,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,580,283,431,1842,6.52,6.52,0.86,7,3.06,20.58,0,10.495626861066704,64.12,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,87.71
1,7,4,0,473,0,1.59,1.59,0.28,2,6.6,39.84,0,7.22891563496373,73.6,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,9,0,497,0,2.15,2.15,0.29,1,9.43,7.85,0,34.52229341303216,84.82,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,684,189,172,771,2.92,2.56,0.47,7,2.03,8.99,0,15.57285912840318,72.37,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,85.67
1,0,23,0,440,0,4.29,4.29,0.68,1,2.98,30.56,0,9.554973988969458,55.12,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,52,0,146,0,8.55,8.55,1.42,1,6.02,10.51,0,10.085632511092475,64.08,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,20,0,482,0,7.98,7.98,0.88,1,7.33,71.38,0,3.5584198623352767,70.52,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,14,0,229,0,4.66,4.66,1.14,1,5.34,51.68,0,1.43188853643619,61.36,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,572,0,205,0,0.79,0.79,0.11,8,6.51,25.39,0,1.96927929113638,74.94,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,476,191,478,408,89.35,89.35,28.89,10,3.92,70.42,9,4.501562173283251,69.63,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,5.23
1,1,58,1,142,2598,0.58,0.36,0.05,1,5.81,18.31,0,2.9492081690358867,100.0,2580,1496.4,0,14989.8,8600.0,129000,645.0,100.0,10.017,144.33
1,5,11,0,368,0,7.52,7.52,0.8,1,2.09,48.82,0,2.867677199408964,50.36,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,435,159,280,0,93.69,93.69,20.74,11,2.04,59.7,0,3.182579523817161,33.54,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,39,0,231,0,0.78,0.78,0.07,1,6.64,40.43,0,1.731387570408668,75.86,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,14,0,54,0,3.39,3.39,0.35,2,3.99,37.01,0,0.6754931406050475,62.46,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,44,0,259,0,2.63,2.63,0.37,1,8.64,3.59,0,20.05571078590403,80.86,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,4,0,261,0,4.85,4.85,0.33,1,7.17,17.68,0,6.108597179626928,75.38,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,6,0,228,0,7.56,7.56,0.84,1,2.27,60.62,0,2.292972656700083,50.68,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,653,209,454,1957,4.24,4.24,0.66,9,5.77,14.78,6,24.289580953045864,83.68,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,122.31
1,0,27,0,433,0,5.07,5.07,0.67,2,3.77,76.57,0,3.356405916472428,58.38,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,6,0,229,0,3.39,3.39,0.56,1,5.45,37.47,0,5.044035063857236,66.2,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,7,0,431,0,1.13,1.13,0.14,1,5.97,12.17,0,34.75760043945814,72.48,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,556,0,336,0,9.38,9.38,1.35,8,6.85,22.21,6,9.320126453526818,67.4,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,3,0,109,0,1.64,1.64,0.08,2,5.59,8.3,0,10.722891319851902,71.56,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,35,0,410,0,7.14,7.14,1.11,1,6.08,29.55,0,8.967851331368108,64.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,48,0,234,0,9.69,9.69,0.0,1,4.93,25.2,0,5.515872848877896,69.72,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,671,556,181,0,1.92,1.92,0.26,10,2.79,62.57,7,2.525171819891662,25.42,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,700,373,455,1415,5.83,5.83,0.69,8,2.96,35.93,6,10.158641717223173,63.63,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,39.31
1,0,10,0,476,0,8.7,8.7,1.13,2,5.48,64.88,0,4.870530415803196,61.92,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,18,0,485,485,4.55,4.55,0.43,2,2.59,67.8,2,3.3185839214230914,86.06,485,2206.75,0,1256.15,1616.67,24250,121.25,100.0,0.569,14.7
1,1,55,0,344,0,3.28,3.28,0.21,2,4.45,7.49,0,25.50066833599997,65.7,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,466,273,383,0,9.71,9.71,0.0,10,4.33,75.12,2,3.0085195918111576,43.89,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,39,0,228,0,4.79,4.79,0.38,1,5.82,66.68,0,3.22435511421723,69.48,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,361,188,301,6,2.24,2.24,0.25,8,6.06,59.76,3,1.6398929510124811,51.39,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.08
0,3,503,144,280,42,9.9,8.77,1.91,11,7.0,39.68,6,2.041330629461576,63.01,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.08
0,4,504,71,396,396,15.09,15.09,3.21,9,6.77,80.34,9,3.883495322651041,90.78,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,4.89
1,7,8,0,454,0,7.52,7.52,1.72,2,6.62,6.86,0,66.03498413751872,66.48,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,43,0,481,0,5.83,5.83,0.83,2,3.53,60.33,0,4.840046264505397,55.82,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,4,0,455,0,7.71,7.71,0.71,1,5.78,30.89,0,8.87018470100133,66.02,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,7,0,96,0,7.8,7.8,1.16,1,4.06,71.09,0,0.4642003333795526,56.24,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,674,210,361,181,5.64,5.64,0.71,11,2.8,45.59,7,7.062952378203093,65.77,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,4.02
1,2,520,145,440,14,17.15,15.07,5.78,13,8.14,63.57,9,5.1911279154350565,64.77,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.56
0,4,569,383,419,277,9.76,9.76,2.03,10,3.14,71.4,8,1.526610611632732,38.13,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,2.08
1,5,12,0,142,142,7.09,7.09,0.96,1,4.74,17.2,1,1.802325501449696,89.36,142,1006.78,0,673.08,473.33,7100,35.5,100.0,0.669,8.88
1,0,36,0,314,0,5.0,5.0,0.5,2,3.17,16.69,0,5.21270205009687,57.68,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,6,329,59,337,0,11.76,11.76,3.5,9,4.83,58.41,2,3.321349092737505,52.15,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,6,0,483,0,6.77,6.77,0.0,1,3.25,12.21,0,38.083537964555966,63.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,55,0,350,0,4.21,4.21,0.57,2,3.18,42.08,0,1.877376344164003,57.02,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,17,0,339,0,1.41,1.41,0.28,2,8.14,40.31,0,4.911932355606237,79.76,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,34,0,116,0,2.85,2.85,0.28,1,5.82,43.7,0,1.990846647164864,70.48,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,46,0,225,0,3.03,3.03,0.59,2,1.0,21.77,0,4.593477165699266,48.1,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,487,406,233,0,5.72,5.72,0.0,7,8.56,104.31,3,1.9077749463872464,50.89,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,527,79,136,7,4.8,3.6,0.84,10,5.64,36.23,7,3.312172274805193,59.36,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.2
1,0,32,0,154,154,8.02,8.02,1.48,2,4.84,62.42,2,1.714194218820624,73.36,154,1235.08,0,745.36,513.33,7700,38.5,100.0,0.603,2.33
1,7,11,0,279,0,3.22,3.22,0.64,1,6.95,28.08,0,6.517094034801097,71.4,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,10,0,77,0,1.42,1.42,0.27,2,5.37,68.3,0,0.248901892246145,68.78,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,709,11,148,0,19.88,19.88,4.03,13,5.96,43.91,1,2.1635162908250147,63.22,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,375,47,449,2240,5.88,4.26,0.0,9,3.73,7.7,5,42.98701405183406,89.91,1911,11236.68,2,7128.03,6370.0,95550,477.75,100.0,0.634,320.0
1,2,621,528,477,446,46.93,46.93,10.21,9,6.01,45.44,2,4.86355648501493,60.03,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,10.14
0,3,592,143,148,0,7.23,6.08,1.4,10,10.0,45.78,7,3.0144168562627365,70.34,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,588,457,224,54,8.12,8.12,0.0,11,7.63,34.16,6,1.9613583225784408,59.25,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.64
1,7,5,0,374,0,9.76,9.76,1.28,2,4.67,46.76,0,6.479897580759045,58.68,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,645,161,249,0,6.44,6.44,0.0,11,3.19,52.13,0,1.8223671216862056,52.78,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,393,104,282,0,7.67,7.67,1.45,11,2.97,57.33,5,2.912959962780586,41.29,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
